,DetectionQuality,ScientificName,Source,Virus,Virus_Confirmed,Wild,accession,common_names,domestic,host_family,host_genus,most_specific_diagnostic_Test,host_order,reference_ID,host_species,virus_name_corrections,virus_name,viral_class,genome_composition,viral_genus,viral_kingdom,last_change,MSL_of_last_change,viral_order,viral_phylum,proposal_for_last_change ,PubMed_Search,PubMed_Search_ln,viral_realm,Sort,viral_species,viral_subclass,viral_subfamily,viral_subgenus,viral_subkingdom,viral_suborder,viral_subphylum,viral_subrealm,taxon_history_URL,type_species,family,genus,hits,hits_ln,number_of_hosts,order,species,tax_id,tax_id_n,virus_name_old,VF,viral_family,group,Order
2242,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,EF205436,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2243,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,JF415915,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2244,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,JF415915,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2245,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KC883741,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2246,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KC883741,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2247,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KJ501302,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2248,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KJ501302,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2249,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547233,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2250,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547233,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2251,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547249,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2252,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547249,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2253,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547423,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2254,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547423,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2255,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547596,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2256,,Quiscalus quiscula,EpiCenter,West Nile virus,1,,KX547596,nan,nan,Icteridae,Quiscalus,nucleotide,Passeriformes,GENBANK,quiscula,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2257,,Saltator maximus,EpiCenter,St. Louis Encephalitis virus,1,,0,nan,nan,Cardinalidae,Saltator,RT-PCR,Passeriformes,113-ES-2,maximus,St. Louis Encephalitis,Saint Louis encephalitis virus,,ssRNA(+),Flavivirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,328.0,5.789963228996553,,2983.0,Saint Louis encephalitis virus,,,,,,,,ICTVonline=20183112,0.0,Flaviviridae,Flavivirus,335.0,5.814133516895237,89.0,,Saint Louis encephalitis virus,11080.0,11080.0,St. Louis Encephalitis virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2258,,Saxicola rubetra,EpiCenter,Uganda S virus,1,,0,nan,nan,Muscicapidae,Saxicola,Virus isolation,Passeriformes,20-ES-14,rubetra,Uganda S virus,Uganda S virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,7.0,1.791926122007376,,2991.0,Uganda S virus,,,,,,,,ICTVonline=20183116,0.0,Flaviviridae,Flavivirus,7.0,1.9460529959950603,10.0,,Uganda S virus,64297.0,64297.0,Uganda S virus,Flaviviridae,Flaviviridae,6.0,PASSERIFORMES
2259,,Sayornis nigricans,EpiCenter,St. Louis Encephalitis virus,1,,0,nan,nan,Tyrannidae,Sayornis,PRNT,Passeriformes,113-ES-10,nigricans,St. Louis Encephalitis,Saint Louis encephalitis virus,,ssRNA(+),Flavivirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,328.0,5.789963228996553,,2983.0,Saint Louis encephalitis virus,,,,,,,,ICTVonline=20183112,0.0,Flaviviridae,Flavivirus,335.0,5.814133516895237,89.0,,Saint Louis encephalitis virus,11080.0,11080.0,St. Louis Encephalitis virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2260,,Setophaga coronata,EpiCenter,St. Louis Encephalitis virus,1,,0,nan,nan,Parulidae,Setophaga,PRNT,Passeriformes,113-ES-10,coronata,St. Louis Encephalitis,Saint Louis encephalitis virus,,ssRNA(+),Flavivirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,328.0,5.789963228996553,,2983.0,Saint Louis encephalitis virus,,,,,,,,ICTVonline=20183112,0.0,Flaviviridae,Flavivirus,335.0,5.814133516895237,89.0,,Saint Louis encephalitis virus,11080.0,11080.0,St. Louis Encephalitis virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2261,,Sitta europaea,EpiCenter,Usutu virus,1,,0,nan,nan,Sittidae,Sitta,PCR,Passeriformes,VIPR,europaea,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2262,,Sitta europaea,EpiCenter,Usutu virus,1,,EF078296,nan,nan,Sittidae,Sitta,nucleotide,Passeriformes,GENBANK,europaea,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2263,,Carduelis tristis,EpiCenter,West Nile virus,1,,0,nan,nan,Fringillidae,Spinus,PRNT,Passeriformes,113-ES-10,tristis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2264,,Carduelis tristis,EpiCenter,West Nile virus,1,,0,nan,nan,Fringillidae,Spinus,PRNT,Passeriformes,113-ES-10,tristis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2265,,Sporophila caerulescens,EpiCenter,Ilheus virus,1,,0,nan,nan,Emberizidae,Sporophila,virus isolation,Passeriformes,1040-ES-4,caerulescens,Ilheus virus,Ilheus virus,,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,32.0,3.434019462029382,,2960.0,Ilheus virus,,,,,,,,ICTVonline=20183085,0.0,Flaviviridae,Flavivirus,25.0,3.2189158240682216,13.0,,Ilheus virus,59563.0,59563.0,Ilheus virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2266,,Stelgidopteryx serripennis,EpiCenter,St. Louis Encephalitis virus,1,,0,nan,nan,Hirundinidae,Stelgidopteryx,PRNT,Passeriformes,113-ES-10,serripennis,St. Louis Encephalitis,Saint Louis encephalitis virus,,ssRNA(+),Flavivirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,328.0,5.789963228996553,,2983.0,Saint Louis encephalitis virus,,,,,,,,ICTVonline=20183112,0.0,Flaviviridae,Flavivirus,335.0,5.814133516895237,89.0,,Saint Louis encephalitis virus,11080.0,11080.0,St. Louis Encephalitis virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2267,,Sturnus vulgaris,EpiCenter,Usutu virus,1,,0,nan,nan,Sturnidae,Sturnus,PCR,Passeriformes,116-ES-21,vulgaris,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2268,,Sturnus vulgaris,EpiCenter,Usutu virus,1,,0,nan,nan,Sturnidae,Sturnus,RT-PCR,Passeriformes,VIPR,vulgaris,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2269,,Sturnus vulgaris,EpiCenter,Usutu virus,1,,KJ438734,nan,nan,Sturnidae,Sturnus,nucleotide,Passeriformes,GENBANK,vulgaris,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2270,,Sturnus vulgaris,EpiCenter,West Nile virus,1,,0,Common Starling,0,Sturnidae,Sturnus,PRNT,Passeriformes,1108-11,vulgaris,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2271,,Sturnus vulgaris,EpiCenter,West Nile virus,1,,0,Common Starling,0,Sturnidae,Sturnus,PRNT,Passeriformes,1108-11,vulgaris,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2272,,Sturnus vulgaris,EpiCenter,West Nile virus,1,,0,nan,nan,Sturnidae,Sturnus,PRNT,Passeriformes,1108-11,vulgaris,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2273,,Sturnus vulgaris,EpiCenter,West Nile virus,1,,0,nan,nan,Sturnidae,Sturnus,PRNT,Passeriformes,1108-11,vulgaris,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2274,,Sturnus vulgaris,EpiCenter,Usutu virus,1,,nan,Common Starling,0,Sturnidae,Sturnus,"HIT, PRNT",Passeriformes,1108-7,vulgaris,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2275,,Sturnus vulgaris,EpiCenter,Japanese encephalitis virus,1,,AF501313,nan,nan,Sturnidae,Sturnus,nucleotide,Passeriformes,GENBANK,vulgaris,Japanese encephalitis virus,Japanese encephalitis virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,2359.0,7.765569505185437,,2962.0,Japanese encephalitis virus,,,,,,,,ICTVonline=20183087,0.0,Flaviviridae,Flavivirus,2800.0,7.937375053306089,174.0,,Japanese encephalitis virus,11072.0,11072.0,Japanese encephalitis virus,Flaviviridae,Flaviviridae,6.0,PASSERIFORMES
2276,,Sturnus vulgaris,EpiCenter,Usutu virus,1,,nan,Common Starling,0,Sturnidae,Sturnus,RT-PCR,Passeriformes,1108-ES-21,vulgaris,Usutu virus,Usutu virus,,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,185.0,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509.0,6.232449981185135,206.0,,Usutu virus,64286.0,64286.0,Usutu virus,Flaviviridae,Flaviviridae,8.0,PASSERIFORMES
2277,,Sturnus vulgaris,EpiCenter,West Nile virus,1,,nan,Common Starling,0,Sturnidae,Sturnus,PRNT,Passeriformes,1108-ES-12,vulgaris,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2278,,Sturnus vulgaris,EpiCenter,West Nile virus,1,,nan,Common Starling,0,Sturnidae,Sturnus,PRNT,Passeriformes,1108-ES-12,vulgaris,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2279,,Sturnus vulgaris,EpiCenter,Western equine encephalitis virus,1,,nan,"Common Starling, Starling, European Starling",nan,Sturnidae,Sturnus,PRNT,Passeriformes,113-ES-10,nan,Western equine encephalomyelitis,Western equine encephalitis virus,,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,179.0,5.1817891682538315,,4698.0,Western equine encephalitis virus,,,,,,,,ICTVonline=20185112,0.0,Togaviridae,Alphavirus,157.0,5.056252174754775,53.0,,Western equine encephalitis virus,11039.0,11039.0,Western equine encephalitis virus,Togaviridae,Togaviridae,10.0,PASSERIFORMES
2280,,Sylvia atricapilla,EpiCenter,West Nile virus,1,,0,nan,nan,Sylviidae,Sylvia,PRNT,Passeriformes,1108-11,atricapilla,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2281,,Sylvia atricapilla,EpiCenter,West Nile virus,1,,0,nan,nan,Sylviidae,Sylvia,PRNT,Passeriformes,1108-11,atricapilla,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2282,,Sylvia communis,EpiCenter,West Nile virus,1,,0,nan,nan,Sylviidae,Sylvia,PRNT,Passeriformes,1108-11,communis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2283,,Sylvia communis,EpiCenter,West Nile virus,1,,0,nan,nan,Sylviidae,Sylvia,PRNT,Passeriformes,1108-11,communis,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2284,,Tachycineta bicolor,EpiCenter,West Nile virus,1,,0,nan,nan,Hirundinidae,Tachycineta,PRNT,Passeriformes,113-ES-10,bicolor,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2285,,Tachycineta bicolor,EpiCenter,West Nile virus,1,,0,nan,nan,Hirundinidae,Tachycineta,PRNT,Passeriformes,113-ES-10,bicolor,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2286,,Thraupis palmarum,EpiCenter,West Nile virus,1,,0,nan,nan,Thraupidae,Thraupis,"ELISA, PRNT",Passeriformes,127-ES-4,palmarum,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2287,,Thraupis palmarum,EpiCenter,West Nile virus,1,,0,nan,nan,Thraupidae,Thraupis,"ELISA, PRNT",Passeriformes,127-ES-4,palmarum,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2288,,Thryomanes bewickii,EpiCenter,West Nile virus,1,,0,nan,nan,Troglodytidae,Thryomanes,PRNT,Passeriformes,113-ES-10,bewickii,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
2289,,Thryomanes bewickii,EpiCenter,West Nile virus,1,,0,nan,nan,Troglodytidae,Thryomanes,PRNT,Passeriformes,113-ES-10,bewickii,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,5.0,PASSERIFORMES
2290,,Toxostoma redivivum,EpiCenter,West Nile virus,1,,0,nan,nan,Mimidae,Toxostoma,PRNT,Passeriformes,113-ES-10,redivivum,West Nile virus,West Nile virus,,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5564.0,8.623892989834397,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421.0,9.972127074935976,1126.0,,West Nile virus,11082.0,11082.0,West Nile virus,Flaviviridae,Flaviviridae,9.0,PASSERIFORMES
